"knihy_id","isbn","nazev","pocet_stran","rok_vydani","misto_vydani","nakladatel","vydani","druhy_id","jazyky_id","autor","edice"
"725","ISBN 80-7226-769-8","Hacking bez tajemství: webové aplikace","328","2003","Praha","Computer Press","1","1","1","Scambray, Joel -- Shema, Mike",""
"728","ISBN 978-80-86815-93-0","Nová pravidla marketingu a PR : naučte se využívat vydávání zpráv, blogy, podcasty, virální marketing a online média pro přímé oslovení zákazníků","272","2008","Brno","Zoner Press","1","1","1","Scott, David Meerman","Encyklopedie Zoner Press"
"729","ISBN 80-247-0081-6","B2B Internetová tržiště : Revoluce v obchodování mezi firmami","187","2001","Praha","Grada Publishing","1","1","1","Scully, Arthur B. -- Woods, W.William A.",""
"733","ISBN 80-251-1275-6","OpenGL : průvodce programátora","679","2006","Brno","Computer Press","1","1","1","Shreiner, Dave a kol.","DTP & grafika"
"735","ISBN 80-86497-16-X","Nauč se sám C","620","2001","Praha","SoftPress","","1","1","Schildt, Herbert","Poznej - vyzkoušej - používej"
"737","ISBN 80-86815-14-5","Pokročilé programování v PHP 5","640","2004","Brno","ZONER Press","1","1","1","Schlossnagle, George","Encyklopedie webdesignera"
"739","ISBN 80-247-0810-8","Vytváříme hry ve Flashi : podrobný průvodce začínajícího uživatele","202","2004","Praha","Grada Publishing","1","1","1","Schneider, Zdeněk -- Jirka, Lukáš",""
"740","ISBN 0-471-11709-9","Applied Cryptography: Protocols, Algorithms, and Source Code in C","23","1996","New York","John Wiley & Sons","2","1","2","Schneier, Bruce",""
"742","ISBN 1-56592-284-0","Learning Perl","29","1997","Beijing","O\'Reilly","2","1","2","Schwartz, Randal L. -- Christiansen, Tom",""
"745","ISBN 0-596-10105-8","Learning Perl","283","2005","Beijing","O\'Reilly","4","1","2","Schwartz, Randal L. -- Phoenix, Tom",""
"746","ISBN 3-446-15782-4","Relationale Datenbanksysteme","9","1992","Müncher","Carl Hanser Verlag","","1","3","Schwinn, Hans",""
"748","ISBN 1-56592-286-7","PERL in a Nutshell : A Desktop Quick Reference","18","1999","Beijing","O\'Reilly","1","1","2","Siever, Ellen -- Spainhour, Stephen",""
"750","ISBN 0-07-709076-4","Distributed Information Systems : From Client/Server to Distributed Multimedia","7","1996","London","McGraw-Hill","","1","2","Simon, Errol",""
"751","ISBN 0-596-00291-2","XPath and XPointer","196","2002","Sebastopol, California","O\'Reilly","","1","2","Simpson, John E.",""
"752","ISBN 0-534-95097-3","Introduction to the theory of computation","431","2006","Boston","Thomson Course Technology","2","1","2","Sipser, Michael",""
"753","ISBN 978-80-251-1772-9","Fotomontáže a trikové fotografie ve Photoshopu : [vytváříme obrazy z fotek, fantasy ilustrace a další neobvyklé efekty]","160","2007","Brno","Computer Press","1","1","1","Siroň, Michal",""
"759","ISBN 978-80-902612-5-9","Principy a problémy operačního systému UNIX","288","2008","Brno","Skočovský, Luděk","2","1","1","Skočovský, Luděk",""
"760","ISBN 80-902612-0-5","Unix, Posix, Plan 9","394","1998","Brno","Skočovský","1","1","1","Skočovský, Luděk",""
"761","ISBN 80-7169-765-6","Internet @ &&&","166","1999","Praha","Grada Publishing","1","1","1","Smejkal, Vladimír",""
"763","ISBN 80-239-2961-5","Optimalizace pro vyhledávače - SEO : jak zvýšit návštěvnost webu","126","2004","Dubany","Jaroslava Smičková","1","1","1","Smička, Radim",""
"765","ISBN 1-931777-79-9","Neural networks in business : techniques and applications","258","2003","Hershey, PA","IRM Press","","1","2","Smith, Kate A. -- Gupta, Jatinder N. D",""
"769","ISBN 80-85896-82-6","Microsoft Office - MS Windows 95, MS Word 7.0, MS Excel 7.0, MS Schedule+ : Učebnice pro mírně pokročilé","20","1997","Praha","Computer Press","1","1","1","Sobotka, Jan -- Bedřich, Vladimír",""
"770","ISBN 80-251-1200-4","Informační systémy v podnikové praxi","351","2006","Brno","Computer Press","1","1","1","Sodomka, Petr",""
"773","ISBN 80-7226-025-1","Tvorba aplikací v Microsoft Office 97 pomocí jazyka Visual Basic","22","1998","Praha","Computer Press","1","1","1","Solomon, Christine",""
"774","ISBN 0-201-39815-X","Software Engineering","20","2000","Harlow","Addison-Wesley","6","1","2","Sommerville, Ian",""
"776","ISBN 80-85424-16-9","UNIX V. : Úvod do operačního systému","289","1991","Praha","Grada","1","1","1","Sova, Milan","Nestůjte za dveřmi"
"777","ISBN 80-7226-251-3","Webmaster v kostce : Pohotová referenční příručka","16","1999","Praha","Computer Press","1","1","1","Spainhour, Stephen -- Eckstein, Robert",""
"779","ISBN 80-7226-667-5","Java : programujeme profesionálně","1022","2002","Praha","Computer Press","1","1","1","Spell, Brett",""
"780","ISBN 0-201-05932-0","Economics : Study Guide","11","1990","Reading","Addison-Wesley","","1","2","Spencer, David E.",""
"781","ISBN 0-19-850840-9","Chaos and time-series analysis","507","2003","Oxford","Oxford University Press","","1","2","Sprott, Julien C",""
"782","ISBN 1-56592-220-4","Advanced Perl Programming","23","1997","Cambridge","O\'Reilly","1","1","2","Srinivasan, Sriram",""
"783","ISBN 80-7226-079-0","Programování v Perlu pro pokročilé","25","1998","Praha","Computer Press","1","1","1","Srinivasan, Sriram",""
"785","ISBN 0-13-869017-0","Cryptography and Network Security: Principles and Practice","17","1998","London","Prentice Hall Inc.","2","1","2","Stallings, William",""
"786","ISBN 0-13-571274-2","Data and Computer Communications","18","1997","London","Prentice Hall Int.","5","1","2","Stallings, William",""
"788","ISBN 978-80-251-1936-5","Microsoft Windows Server 2008 : kapesní rádce administrátora","704","2008","Brno","Computer Press","1","1","1","Stanek, William R",""
"790","ISBN 1-56592-567-X","Writing Apache Modules with PERL and C","19","1999","Beijing","O\'Reilly","1","1","2","Stein, Lincoln -- Mac Eachern, Doug",""
"794","ISBN 0-256-03379-X","Production/Operations Management","20","1986","Homewood","Irwin","2","1","2","Stevenson, William J.",""
"797","ISBN 80-7169-180-1","Nakonfigurujte si počítač I - DOS","118","1995","Praha","Grada Publishing","1","1","1","Stránský, Petr",""
"799","ISBN 80-85834-60-X","Základy kvalitativního výzkumu : postupy a techniky metody zakotvené teorie","196","1999","Brno","Sdružení podané ruce","1","1","1","Strauss, Anselm -- Corbinová, Juliet",""
"801","ISBN 80-85424-75-4","Architektury procesorů RISC","173","1992","Praha","Grada,a.s.","","1","1","Strelec, Josef -- Líška, Miroslav","Nestůjte za dveřmi"
"803","ISBN 80-901507-2-1","C++ Programovací jazyk","686","1997","Praha","","1","1","1","Stroustrup, Bjarne",""
"804","ISBN 80-7169-957-8","Marketing na Internetu","247","2000","Praha","Grada Publishing","1","1","1","Stuchlík, Petr -- Dvořáček, Martin","Manažer"
"805","ISBN 80-85896-40-0","Počítače a komunikace","13","1996","Praha","Computer Press","1","1","1","Stuchlý, Vladimír",""
"807","ISBN 0-471-13326-4","ISDN - How to Get a High-Speed Connectionto the Internet","13","1996","New York","John Wiley & Sons","","1","2","Summers, Charles -- Dunetz, Bryant",""
"808","ISBN 80-7261-038-4","Základy sociologického výzkumu","160","2001","Praha","Management Press","1","1","1","Surynek, Alois -- Komárková, Růžena",""
"809","ISBN 80-86815-28-5","C++ : 101 programovacích technik","231","2005","Brno","Zoner Press","1","1","1","Sutter, Herb -- Alexandrescu, Andrei","Encyklopedie Zoner Press"
"811","ISBN 0-7645-3237-5","Delphi 4 Bible","25","1998","Foster City","IDG Books","","1","2","Swan, Tom",""
"812","ISBN 80-247-0389-0","Flash s využitím XML : podrobný průvodce začínajícího uživatele","240","2003","Praha","Grada Publishing","1","1","1","Swan, Craig -- Caines, Greg",""
"813","ISBN 80-86330-02-X","Programovací jazyk C pro zelenáče","208","1999","Praha","Neokortex","","1","1","Šaloun, Petr",""
"815","ISBN 80-247-0049-2","Datové modelování v příkladech : Obchodování, pojišťovnictví, účetnictví, sociální podpora, silniční síť, plynárenství, strojírenská výroba","151","2001","Praha","Grada Publishing","1","1","1","Šešera, Lubomír -- Mičovský, Aleš",""
"816","ISBN 80-85649-24-1","Excel 5.0 : Pracujeme s tabulkami","334","1994","Praha","GComp","","1","1","Šimek, Tomáš","GComp"
"817","ISBN 80-85896-84-2","Lotus SmartSuite CZ : Základní příručka uživatele","22","1997","Praha","Computer Press","1","1","1","Šimek, Tomáš",""
"818","ISBN 80-85896-10-9","Microsoft Acces 2.0 CZ : Základní příručka uživatele","148","1995","Praha","Computer Press","","1","1","Šimek, Tomáš",""
"820","ISBN 80-7226-009-X","Microsoft Word 97 : Základní průvodce uživatele","12","1997","Praha","Computer Press","1","1","1","Šimek, Tomáš",""
"823","ISBN 80-7226-005-7","Učebnice Microsoftu Excelu pro střední školy","123","1997","Praha","Computer","1","1","1","Šimek, Tomáš -- Vacek, Jiří","Učebnice pro střední školy"
"824","ISBN 80-7169-692-7","SQL : kompletní kapesní průvodce","247","1999","Praha","Grada Publishing","1","1","1","Šimůnek, Milan",""
"827","ISBN 80-251-0144-4","JavaScript: programujeme internetovéaplikace","224","2004","Brno","Computer Press","2","1","1","Škultéty, Rastislav",""
"828","ISBN 80-7226-048-0","MicroStation 95 CZ : Referenční příručka uživatele","459","1998","Praha","Computer Press","1","1","1","Šlegr, Jan",""
"829","ISBN 80-86419-41-X","Strategie v podnikové praxi","219","2003","Praha","Professional Publishing","1","1","1","Šmída, Filip",""
"830","ISBN 80-85828-09-X","Internetworking pomocí TCP/IP","134","1994","České Budějovice","Kopp","1","1","1","Šmrha, Pavel -- Rudolf, Vladimír",""
"832","ISBN 80-7169-146-1","Připojování periferií k PC","303","1996","Praha","Grada Publishing","1","1","1","Šnorek, Miroslav -- Richta, Karel",""
"834","ISBN 978-80-7238-553-9","Cvičebnice anglické gramatiky","191","2008","Plzeň","Fraus","1","1","2","Špačková, Daniela",""
"835","ISBN 80-86815-11-0","Tvoříme přístupné webové stránky : připraveno s ohledem na novelu Zákona č. 365/2000 Sb., o informačních systémech veřejné správy","360","2004","Brno","ZONER Press","1","1","1","Špinar, David","Encyklopedie webdesignera"
"836","ISBN 80-85623-15-3","Object Professional pro Pascal - příručka programátora","520","1992","Praha","Grada","","1","1","Štolcpart, Petr",""
"837","ISBN 80-85424-66-5","Jednočipové mikropočítače INTEL 8048-8096","205","1992","Praha","Grada","","1","1","Šubrt, Vladimír","Nestůjte za dveřmi"
"840","ISBN 80-251-0022-7","Návrh a realizace sítí Cisco : autorizovaný výukový průvodce","758","2003","Brno","Computer Press","1","1","1","Teare, Diane","Samostudium"
"842","ISBN 80-86593-10-X","Borland Delphi : průvodce vývojáře","512","1998","Praha","Mobil Media","1","1","1","Teixeira, Steve -- Pacheco, Xavier",""
"843","ISBN 80-86097-35-8","Borland Delphi : průvodce vývojáře","256","1999","Brno","UNIS","1","1","1","Teixeira, Steve -- Teixeira, Xavier",""
"844","ISBN 80-86097-36-6","Borland Delphi : příručka vývojáře","287","1999","Praha","UNIS","1","1","1","Teixeira, Steve -- Pacheco, Xavier",""
"845","ISBN 80-7226-627-6","Mistrovství v Delphi 6","822","2002","Praha","Computer Press","1","1","1","Teixeira, Steve -- Pacheco, Xavier",""
"849","ISBN 1-58720-099-6","Network security first-step","456","2004","Indianapolis, IN","Cisco Press","","1","2","Thomas, Thomas M","First-step series"
"850","ISBN 0-596-00803-1","Designing interfaces","331","2006","Beijing ;","O\'Reilly","1","1","2","Tidwell, Jenifer",""
"852","ISBN 1-56592-753-2","Oracle Net8 : Configuration and Troubleshooting","17","2001","America","","","1","2","Toledo, Hugo",""
"853","ISBN 80-7226-428-1","Sborník managementu změn a reengineeringu","515","2001","Praha","Computer Press","1","1","1","Tománek, Jaroslav","Business books"
"856","ISBN 80-251-0649-7","Samba Linux jako server v sítích s Windows","525","2005","Brno","CP Books","2","1","1","Ts, Jay -- Eckstein, Robert",""
"857","ISBN 80-7226-091-X","Geografické informační systémy.: principy a praxe","424","1998","Praha","Computer Press","1","1","1","Tuček, Ján","CAD&GIS"
"859","ISBN 0-256-06256-0","Fundamentals of Management Science","19","1988","Homewood","Bussines Publications","4","1","2","Turban, Efraim -- Meredith, Jack R.",""
"861","ISBN 80-7169-703-6","Zavádění a inovace informačních systémů ve firmách","110","2000","Praha","Grada Publishing","1","1","1","Tvrdíková, Milena",""
"862","ISBN 80-247-0080-8","Metriky v informatice : jak objektivně zjistit přínosy informačního systému","139","2001","Praha","Grada","1","1","1","Učeň, Pavel a kol.","Management v informační společnosti"
"864","ISBN 0-07-223066-5","Oracle Database 10g PL/SQL Programming","862","2004","New York","McGraw-Hill/Osborne","","1","2","Urman, Scott -- Hardman, Ron","Oracle Press"
"865","ISBN 80-7300-086-5","Sériová komunikace ve WIN 32","127","2003","Praha","BEN - technická literatura","1","1","1","Vacek, Václav",""
"868","ISBN 80-7226-857-0","Síťové technologie CISCO : velký průvodce","759","2003","Brno","Computer Press","1","1","1","Velte, Toby J. -- Velte, Anthony T.","Administrace"
"869","","Windows 95 - česká verze: Průvodceuživatele","445","1996","Brno","UNIS","1","1","1","Vérosta, Vladimír",""
"882","ISBN 80-85623-12-9","Softwarové právo pro každý den","105","1993","Praha","Grada","","1","1","Vlček, Martin",""
"883","ISBN 80-01-01905-5","Systémové inženýrství","291","1999","Praha","ČVUT","1","1","1","Vlček, Jaroslav",""
"886","ISBN 80-7261-041-4","Management : teorie a praxe v informační společnosti","314","2001","Praha","Management Press","4","1","1","Vodáček, Leo -- Vodáčková, Ol&#39;ga",""
"888","ISBN 80-00-01888-8","Kryptologie, šifrování a tajná písma","340","2006","Praha","Albatros","1","1","1","Vondruška, Pavel",""
"889","ISBN 80-7079-895-5","Informační technologie a systémová integrace","198","1996","Praha","VŠE","1","1","1","Voříšek, Jiří",""
"895","ISBN 80-247-1103-6","Zásady a postupy zavádění podnikových informačních systémů : praktická příručka pro podnikové manažery","187","2005","Praha","Grada Publishing","1","1","1","Vrana, Ivan -- Richta, Karel","Management v informační společnosti"
"901","ISBN 80-85896-95-8","Programování v jazyce Perl","18","1997","Praha","Computer","1","1","1","Wall, Larry -- Christiansen, Tom",""
"902","ISBN 1-56592-478-9","Programming Web Graphics with Perl and GNU Software","14","1999","Beijing","O\'Reilly","1","1","2","Wallace, Shawn P.",""
"904","ISBN 1-56592-314-6","Learning Perl/Tk","16","1999","Beijing","O\'Reilly","1","1","2","Walsh, Nancy",""
"905","ISBN 0-256-13363-8","Communicating in Business : An Action-Oriented Approach","18","1994","Burr Ridge","Irwin","","1","2","Wayne, F.Stanford -- Dauwalder, David P.",""
"906","ISBN 0-13-148874-0","Web services platform architecture : SOAP, WSDL, WS-Policy, WS-Addressing, WS-BPEL, WS-Reliable Messaging, and more","416","2005","Upper Saddle River","Prentice Hall PTR","","1","2","Weerawarana, Sanjiva a kol.",""
"908","ISBN 80-86815-12-9","Flash MX Prfessional 2004 pro vývojáře webových aplikací","528","2004","Brno","ZONER Press","","1","1","Weiss, Nate","Encyklopedie webdesignera"
"910","ISBN 80-86497-20-8","PHP a MySQL : rozvoj webových aplikací","718","2001","Praha","SoftPress","","1","1","Welling, Luke -- Thomson, Laura",""
"915","ISBN 0-7356-2267-1","More about software requirements : thorny issues and practical advice","201","2006","Redmond, WA","Microsoft Press","","1","2","Wiegers, Karl Eugene",""
"917","ISBN 80-247-1682-8","Prezentace : jak překonat obvyklé problémy a působit přesvědčivě","112","2006","Praha","Grada","1","1","1","Wieke, Thomas","No problem!"
"919","ISBN 978-0-471-32188-0","Terrain analysis : principles and applications","479","2000","New York","Wiley","","1","2","Wilson, John P",""
"920","ISBN 0-13-027701-0","SOLARIS 8 System Administrator\'s Reference","24","2000","Paolo Alto","Sun Microsystems","","1","2","Winsor, Janice",""
"921","ISBN 80-7169-089-9","Metody manažerského rozhodování","507","1996","Praha","Grada Publishing","1","1","1","Wisniewski, Mik",""
"922","ISBN 80-251-0479-6","Antispam : metody, nástroje a utility pro ochranu před spamem","375","2004","Brno","Computer Press","1","1","1","Wolfe, Paul -- Erwin, Mike",""
"924","ISBN 80-239-3899-1","Internetová tržiště B2B pro 21. století","277","2004","Unhošť","Petr Wimmer","1","1","1","Woods, W. William A.",""
"925","ISBN 0-201-63354-X","TCP/IP Illustrated, Volume 2 : The Implementation","22","1995","Reading","Addison-Wesley","","1","2","Wright, Gary R. -- Stevens, W. Richard","Addison-Wesley professional computing series"
"926","ISBN 80-251-0343-9","Algoritmy : datové struktury a programovací techniky","351","2004","Brno","Computer Press","1","1","1","Wróblewski, Piotr",""
"927","ISBN 0-7356-1185-8","XML Programming : core reference","704","2002","Washington","Microsoft Press","","1","2","Wyke, Allen R. -- Rehman, Sultan",""
"928","ISBN 9781599047171","Intelligent complex adaptive systems","364","2008","Hershey","IGI Pub.","","1","1","Yang, Ang",""
"929","ISBN 1-56592-434-7","MySQL & mSQL","15","1999","Beijing","O\'Reilly","1","1","2","Yarger, Randy Jay -- Reese, George",""
"930","","Electronic Communication Techniques","13","1985","Columbus","Charles E.Merrill Conpany","","1","2","Young, Paul H.",""
"934","ISBN 80-86593-28-2","XML krok za krokem","471","2002","Praha","Mobil Media","1","1","1","Young, Michael J.",""
"938","ISBN 80-7300-133-0","MATLAB : tvorba uživatelských aplikací","215","2004","Praha","BEN - technická literatura","1","1","1","Zaplatílek, Karel -- Doňar, Bohuslav",""
"939","ISBN 80-7300-200-0","MATLAB : začínáme se signály","271","2006","Praha","BEN - technická literatura","1","1","1","Zaplatílek, Karel -- Doňar, Bohuslav",""
"940","ISBN 80-7226-151-7","Microsoft Visual C++ 6.0 : Příručka programátora","25","1999","Praha","Computer Press","1","1","1","Zaratian, Beck",""
"941","ISBN 981-02-3029-X","Modeling, simulation, and control of flexible manufacturing systems : a Petri net approach","409","1999","Singapore ;","World Scientific","","1","2","Zhou, MengChu -- Venkatesh, Kurapati","Series in intelligent control and intelligent automation"
"943","ISBN 80-213-0244-5","Cvičení z metod operační analýzy","245","1995","Praha","PEF ČZU","3","1","1","Získal, Jan -- Kosková, Ivanka",""
"944","ISBN 80-213-0252-6","Metody optimálního rozhodování","259","1995","Praha","PEF ČZU","2","1","1","Získal, Jan",""
"946","ISBN 80-85647-15-X","Odborný slovník německo-český z oblasti ekonomické, finanční a právní","335","1995","Praha","Linde","2","1","1","Zlámal, Josef",""
"947","ISBN 80-7169-643-9","VRML - tvorba dokonalých WWW stránek : Podrobný průvodce","202","1999","Praha","Grada Publishing","1","1","1","Zrzavý, Jakub",""
"951","ISBN 80-86497-66-6","Adobe Illustrator CS : oficiální výukový kurz","544","2004","Praha","Soft Press","","1","1","",""
"955","ISBN 3-540-43738-X","Advanced information systems engineering : 14th International Conference CAiSE 2002","799","2002","Berlin","Springer Verlag","","1","2","","Lecture notes in computer science"
"956","ISBN 3-540-43724-X","Advances in artificial intelligence : 15th Conference of the Canadian Society for Computational studies of intelligence","372","2002","Berlin","Springer Verlag","","1","2","","Lecture notes in artificial intelligence"
"957","ISBN 80-04-23997-8","Anglicko-český a česko-anglický slovník","1015","1994","Praha","SPN","9","1","1","",""
"960","ISBN 80-251-0697-7","Bezpečnost sítí : velká kniha","589","2005","Brno","CP Books","1","1","1","","Security"
"962","","Co v manuálu nenajdete: Příručkajazyka C++ pro začátečníky i profesionály","762","1993","Brno","UNIS","1","1","1","",""
"963","ISBN 0-387-94518-0","Computational Economics and Finance : Modeling and Analysis with Mathematica","14","1996","Berlin","Springer Verlag","","1","2","",""
"964","ISBN 80-86097-33-1","CorelDRAW - tipy a triky","52","1999","Brno","UNIS Publishing","","1","1","",""
"965","ISBN 978-80-86815-79-4","DSLR : naučte se fotografovat digitální zrcadlovkou","256","2007","Brno","Zoner press","1","1","1","Freeman, Michael","Encycklopedie grafika a fotografie"
"966","","Elektronický obchod a EDI","216","1996","Brno"," UNIS Publ.","1","1","1","",""
"969","ISBN 1-58488-090-2","Handbook of graph theory","1167","2004","Boca Raton","CRC Press","","1","2","","Discrete mathematics and its applications"
"970","ISBN 3-7908-1480-6","Hybrid Information Systems","16","2002","New York","Physica Verlag","","1","2","",""
"975","ISBN 80-7200-027-6","Kapesní anglicko-český a česko-anglický slovník","479","1996","Havlíčkův Brod","Fragment","2","1","1","",""
"976","ISBN 80-7226-114-2","Linux : Dokumentační projekt","32","1998","Praha","Computer Press","1","1","1","",""
"977","ISBN 80-7226-503-2","Linux : Dokumentační projekt","19","2001","Praha","Computer Press","2","1","1","",""
"978","ISBN 3-85084-134-0","London: City Map 1: 13 500","1","2001","Wien","Freytag & Berndt","","1","1","",""
"979","ISBN 80-85896-63-X","Microsoft Office pro Windows 95 Resource Kit : Oficiální technická příručka pro instalování, konfigurování a ladění Microsoft Office pro Windows 95","11","1996","Praha","Computer Press","1","1","1","",""
"981","ISBN 80-86097-41-2","Microsoft SQL Server 7.0","955","2000","Brno","UNIS","1","1","1","",""
"984","ISBN 80-7226-002-2","Microsoft Windows NT Server Resource Kit - Díl IIB : Průvodce sítěmi : pro Windows NT Server verze 4.0","403","1997","Praha","Computer Press","1","1","1","",""
"986","ISBN 80-7226-002-2","Microsoft Windows NT Server Resource Kit - Díl IV : Doplňkové služby : pro Windows NT Server verze 4.0","13","1997","Praha","Computer Press","1","1","1","",""
"989","ISBN 80-7226-608-X","Microsoft Windows XP Professional: Resource Kit","34","2002","Praha","Computer Press","1","1","1","",""
"990","ISBN 80-7226-608-X","Microsoft Windows XP Professional Resource Kit","1468","2004","Brno","Computer Press","2","1","1","",""
"991","ISBN 80-85896-27-3","Microsoft Windows95 Resource Kit - 1. díl","582","1995","Praha","Computer Press","1","1","1","",""
"993","ISBN 80-7226-102-9","Microsoft Windows98 Resource Kit - 1. díl","36","1998","Praha","Computer Press","1","1","1","",""
"998","ISBN 1-85233-512-2","Neural-symbolic learning systems : foundation and applications","271","2002","London","Springer Verlag","","1","2","","Perspectives in neural computing"
"1001","ISBN 80-85896-71-0","Oficiální duhové stránky Internetu","837","1996","Praha","Computer Press","1","1","1","",""
"1002","ISBN 80-85943-58-1","Orientace ve světě informatiky","391","1998","Praha","Management Press","1","1","1","",""
"1003","ISBN 80-7226-310-2","PHP : Programujeme profesionálně","24","2001","Praha","Computer Press","1","1","1","",""
"1006","ISBN 80-251-0100-2","Poznejte svůj počítač","215","2004","Brno","Computer Press","1","1","1","",""
"1007","ISBN 80-7226-214-9","Pracujeme s geografickým informačním systémem ArcView GIS","11","1999","Praha","Computer Press","1","1","1","",""
"1009","ISBN 80-200-0475-0","Pravidla českého pravopisu : s Dodatkem Ministerstva školství, mládeže a tělovýchovy České republiky","391","1998","Praha","Academia","1","1","1","",""
"1010","","Program vlastního hodnocení stupně ekologizace podniju / ESAP /","","1992","Gemi","","","1","1","",""
"1011","ISBN 80-85896-52-4","Programování ve Windows 95: Podrobná příručka programátora ve Windows95","18","1996","Praha","Computer Press","1","1","1","",""
"1012","ISBN 80-7226-310-2","Programujeme PHP : profesionálně","656","2002","Praha","Computer Press","2","1","1","","Internet"
"1016","ISBN 80-7049-016-0","Statistická ročenka České a Slovenské Federativní Republiky 1991","745","1991","Praha","SEVT","1","1","1","",""
"1017","ISBN 80-7049-041-1","Statistická ročenka České a Slovenské Federativní Republiky 1992","735","1992","Praha","SEVT","","1","1","",""
"1019","ISBN 80-7183-250-2","Statistická ročenka České republiky 2001","773","2001","Praha","Scientia","1","1","1","",""
"1022","ISBN 80-250-0853-3","Statistická ročenka České republiky 2004","783","2004","Praha","Scientia","1","1","1","",""
"1024","ISBN 80-250-1258-1","Statistická ročenka České republiky 2006","799","2006","Praha","Scientia","1","1","1","",""
"1025","ISBN 80-202-0453-9","Statistická ročenka České republiky \'93","441","1993","Praha","ČSÚ","1","1","1","",""
"1026","ISBN 80-202-0524-1","Statistická ročenka České republiky \'94 : Statistical Yearbook of the Czech Republic","504","1994","Praha","Český statistický úřad","1","1","1","",""
"1027","ISBN 80-202-0568-3","Statistická ročenka České republiky \'95 : Statistical Yearbook of the Czech republic \'95","626","1995","Praha","Český statistický úřad","1","1","1","",""
"1028","ISBN 80-7183-061-5","Statistická ročenka České republiky \'96 : Statistical yearbook of the Czech Republik \'96","707","1996","Praha","Český statistický úřad","1","1","1","",""
"1030","ISBN 80-7183-145-X","Statistická ročenka České republiky 98 : Statistical yerbook of the Czech Republic","743","1998","Praha","","1","1","1","",""
"1031","ISBN 80-7223-182-0","Statistická ročenka České republiky 99","724","1999","Praha","Scientia","","1","1","",""
"1032","ISBN 0-87709-631-7","Systems Analysis and Design","","1995","Danvers"," Inter.Thompson Computer","2","1","2","Gery B. Shelly","Shelly Cashman Series"
"1033","ISBN 978-0-06-083309-1","The big book of new design ideas","384","2005","New York","Collins Design, An Imprint of HarperCollins Publishers","","1","2","",""
"1036","ISBN 1-55860-647-5","The Object Data Standard : ODMG 3.0","6","2000","San Francisco","Morgan Kaufmann Publ.","","1","2","",""
"1037","ISBN 0-07-037644-1","The UNIX Dictionary of Commands, Terms, andAcronyms","10","1996","New York","McGraw-Hill","","1","2","",""
"1041","ISBN 80-200-0504-8","Umělá inteligence 2","373","1997","Praha","","1","1","1","",""
"1042","ISBN 80-200-0502-1","Umělá inteligence 3","328","2001","Praha","Academia","1","1","1","Mařík, Vladimír -- Štěpánková, Olga -- Lažanský, Jiří a kol.",""
"1045","ISBN 3-540-76266-3","Visual explorations in finance : with self-organizing maps","258","2000","London","Springer Verlag","2","1","2","","Springer Finance"
"1047","ISBN 80-7169-595-5","Výkladový slovník česko-anglický a anglicko-český : podnikové informační systémy","133","2000","Praha","Grada Publishing","1","1","1","",""
"1048","ISBN 80-7226-293-9","Vytváříme WWW stránky a spravujeme moderní web site","12","2000","Praha","Computer Press","4","1","1","","Internet"
"1051","ISBN 80-86593-14-2","XHTML : průvodce vývojáře","479","2002","Brno","Mobil Media","1","1","1","",""
"1053","ISBN 978-80-247-2211-5","Velký průvodce JavaScriptem : tvorba interaktivních webových stránek v praxi","516","2009","Praha","Grada","1","1","1","Dave Thau",""
"1064","ISBN 978-80-247-2725-7","XML technologie : principy a aplikace v praxi","267","2008","Praha","Grada","1","1","1","Irena Mlýnková",""
"1065","ISBN 978-80-251-2231-0","Google Analytics : podrobný průvodce webovými statistikami","334","2009","Brno","Computer Press","1","1","1","Brian Clifton",""
"1067","ISBN 978-80-86815-62-6","Efektivní softwarové projekty","255","2007","Brno","Zoner Press","1","1","1","Guckenheimer, Sam -- Perez, Juan J.","Encyklopedie Zoner Press"
"1070","ISBN 978-80-251-2109-2","Adobe Flash CS3 : oficiální výukový kurz","341","2008","Brno","Computer Press","1","1","1","Krejčí, Lukáš",""
"1076","ISBN 978-0-7506-8945-8","eMarketing eXcellence","508","2008","Amsterdam [u.a.]","Butterworth-Heinemann","3","1","2","Chaffey, Dave -- Smith, P. R.",""
"1078","ISBN 978-0-273-70752-3","E-business and e-commerce management : strategy, implementation, and practice","663","2006","New York","Pearson Education","3","1","2","Chaffey, Dave",""
"1082","ISBN 978-1-4129-1111-5","E-learning : concepts and practice","186","2006","London","SAGE Publications","","1","2","Holmes, Bryn -- Gardner, John",""
"1085","ISBN 1-58488-508-4","Cryptography : theory and practice","593","2006","Boca Raton","Chapman & Hall/CRC","3","1","2","Stinson, Douglas R.","The CRC Press series on discrete mathematics and its applications"
"1086","ISBN 978-0-684-83130-5","The codebreakers : the story of secret writing","1181","1996","New York","Scribner","","1","2","Kahn, David",""
"1091","ISBN 80-86419-50-9","Nelineární optimalizace pro ekonomy","153","2003","Praha","Professional Publishing","1","1","1","Pánková, Václava",""
"1093","ISBN 80-7300-141-1","Mobilní roboty : pohony, senzory, řízení","243","2005","Praha","BEN - technická literatura","1","1","1","Novák, Petr",""
"1095","ISBN 80-7300-069-5","Umělá inteligence v problémech globální optimalizace","189","2002","Praha","BEN - technická literatura","1","1","1","Zelinka, Ivan",""
"1096","ISBN 80-7300-068-7","Umělá inteligence - hrozba nebo naděje?","142","2003","Praha","BEN - technická literatura","1","1","1","Zelinka, Ivan",""
